Bridge Author Id,Bridge Author,AR,% WG I+II+III,% WG I+II,% WG I+III,% WG II+III,WG,% WG I,% WG II,% WG III,Role,% Responsibility Roles,% CLA,% LA,% RE,% CA,Chapter #,Chapter Title,Institution,Country
98,Natalia Andronova,4,0.0000,100.0000,0.0000,0.0000,WG II,50.0000,50.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,14,North America,University of Michigan,USA
102,Oleg A. Anisimov,1,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,CA,63.6400,27.2700,36.3600,0.0000,36.3600,7,"Seasonal snow cover, ice and permafrost",State Hydrological Institute,USSR
102,Oleg A. Anisimov,2,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,CA,63.6400,27.2700,36.3600,0.0000,36.3600,7,The CryosphereL Changes and their Impacts,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,3,0.0000,36.3600,0.0000,0.0000,WG I,18.1800,81.8200,0.0000,CA,63.6400,27.2700,36.3600,0.0000,36.3600,11,Changes in Sea Level,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,3,0.0000,36.3600,0.0000,0.0000,WG I,18.1800,81.8200,0.0000,CA,63.6400,27.2700,36.3600,0.0000,36.3600,7,Physical Climate Processes and Feedbacks,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,3,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,CLA,63.6400,27.2700,36.3600,0.0000,36.3600,16,Polar Regions,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,3,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,LA,63.6400,27.2700,36.3600,0.0000,36.3600,SPM,Summary For Policy Makers,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,3,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,LA,63.6400,27.2700,36.3600,0.0000,36.3600,TS,Technical Summary,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,4,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,CLA,63.6400,27.2700,36.3600,0.0000,36.3600,15,Polar Regions,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,4,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,LA,63.6400,27.2700,36.3600,0.0000,36.3600,SPM,Summary For Policy Makers,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,4,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,LA,63.6400,27.2700,36.3600,0.0000,36.3600,TS,Technical Summary,State Hydrological Institute,Russian Federation
102,Oleg A. Anisimov,5,0.0000,36.3600,0.0000,0.0000,WG II,18.1800,81.8200,0.0000,CLA,63.6400,27.2700,36.3600,0.0000,36.3600,28,Polar Regions,State Hydrological Institute,Russian Federation
112,A.J. Apling,1,0.0000,0.0000,100.0000,0.0000,WG I,50.0000,0.0000,50.0000,LA,100.0000,0.0000,100.0000,0.0000,0.0000,2,Radiative Forcing of Climate,Global Atmosphere Division,United Kingdom
112,A.J. Apling,1,0.0000,0.0000,100.0000,0.0000,WG III,50.0000,0.0000,50.0000,LA,100.0000,0.0000,100.0000,0.0000,0.0000,6,Resource Use and Management,UK Department of the Environment,United Kingdom
114,Michael J. Apps,3,0.0000,0.0000,0.0000,66.6700,WG II,0.0000,33.3300,66.6700,LA,100.0000,0.0000,66.6700,33.3300,0.0000,5,Ecosystems and Their Goods and Services,Natural Resources Canada,Canada
114,Michael J. Apps,3,0.0000,0.0000,0.0000,66.6700,WG III,0.0000,33.3300,66.6700,LA,100.0000,0.0000,66.6700,33.3300,0.0000,4,"Technological and Economic Potential of Options to Enhance, Maintain, and Manage Biological Carbon Reservoirs and Geo-engineering",Natural Resources Canada,Canada
114,Michael J. Apps,4,0.0000,0.0000,0.0000,66.6700,WG III,0.0000,33.3300,66.6700,RE,100.0000,0.0000,66.6700,33.3300,0.0000,9,Forestry,Natural Resources Canada,Canada
118,Julie Arblaster,4,0.0000,33.3300,0.0000,0.0000,WG I,83.3300,16.6700,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,10,Global Climate Projections,National Center for Atmospheric Research (NCAR),USA
118,Julie Arblaster,4,0.0000,33.3300,0.0000,0.0000,WG I,83.3300,16.6700,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,SPM,Summary For Policy Makers,National Center for Atmospheric Research (NCAR),USA
118,Julie Arblaster,4,0.0000,33.3300,0.0000,0.0000,WG I,83.3300,16.6700,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,TS,Technical Summary,National Center for Atmospheric Research (NCAR),USA
118,Julie Arblaster,4,0.0000,33.3300,0.0000,0.0000,WG II,83.3300,16.6700,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,6,Coastal Systems and low-lying areas,National Center for Atmospheric Research (NCAR),USA
118,Julie Arblaster,5,0.0000,33.3300,0.0000,0.0000,WG I,83.3300,16.6700,0.0000,LA,16.6700,0.0000,16.6700,0.0000,83.3300,12,"Long-term Climate Change: Projections, Commitments and Irreversibility",Bureau of Meteorology,Australia
118,Julie Arblaster,5,0.0000,33.3300,0.0000,0.0000,WG I,83.3300,16.6700,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,5,Information and Paleoclimate Archives,Bureau of Meteorology,Australia
150,H. Audus,2,0.0000,0.0000,0.0000,100.0000,WG II,0.0000,50.0000,50.0000,LA,50.0000,0.0000,50.0000,0.0000,50.0000,19,Energy Supply Mitigation Options,International Energy Agency,France
150,H. Audus,3,0.0000,0.0000,0.0000,100.0000,WG III,0.0000,50.0000,50.0000,CA,50.0000,0.0000,50.0000,0.0000,50.0000,3,Technological and Economic Potential of Greenhouse Gas Emissions Reduction,International Energy Agency,United Kingdom
177,R. Balling,2,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,3,Observed Climate Variability and Change,Arizona State University,USA
177,R. Balling,2,0.0000,66.6700,0.0000,0.0000,WG II,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,4,Land Degradation and Desertification,Arizona State University,USA
177,R. Balling,3,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,2,Observed Climate Variability and Change,Arizona State University,USA
201,Vicente Ricardo Barros,3,0.0000,100.0000,0.0000,0.0000,WG I,50.0000,50.0000,0.0000,CA,50.0000,50.0000,0.0000,0.0000,50.0000,12,Detection of Climate Change and Attribution of Causes,Universidad de Buenos Aires,Argentina
201,Vicente Ricardo Barros,5,0.0000,100.0000,0.0000,0.0000,WG II,50.0000,50.0000,0.0000,CLA,50.0000,50.0000,0.0000,0.0000,50.0000,TS,Technical Summary,N/A,Argentina
202,Roger G. Barry,1,0.0000,85.7100,0.0000,0.0000,WG I,57.1400,42.8600,0.0000,LA,42.8600,0.0000,14.2900,28.5700,57.1400,7,Observed Climate Variations and Change,University of Colorado,USA
202,Roger G. Barry,2,0.0000,85.7100,0.0000,0.0000,WG I,57.1400,42.8600,0.0000,CA,42.8600,0.0000,14.2900,28.5700,57.1400,3,Observed Climate Variability and Change,University of Colorado,USA
202,Roger G. Barry,2,0.0000,85.7100,0.0000,0.0000,WG II,57.1400,42.8600,0.0000,CA,42.8600,0.0000,14.2900,28.5700,57.1400,5,Impacts of Climate Change on Mountain Regions,University of Colorado,USA
202,Roger G. Barry,2,0.0000,85.7100,0.0000,0.0000,WG II,57.1400,42.8600,0.0000,CA,42.8600,0.0000,14.2900,28.5700,57.1400,7,The CryosphereL Changes and their Impacts,University of Colorado,USA
202,Roger G. Barry,3,0.0000,85.7100,0.0000,0.0000,WG I,57.1400,42.8600,0.0000,CA,42.8600,0.0000,14.2900,28.5700,57.1400,7,Physical Climate Processes and Feedbacks,University of Colorado,USA
202,Roger G. Barry,4,0.0000,85.7100,0.0000,0.0000,WG I,57.1400,42.8600,0.0000,RE,42.8600,0.0000,14.2900,28.5700,57.1400,4,"Observations: Changes in Snow, Ice and Frozen Ground",University of Colorado,USA
202,Roger G. Barry,4,0.0000,85.7100,0.0000,0.0000,WG II,57.1400,42.8600,0.0000,RE,42.8600,0.0000,14.2900,28.5700,57.1400,15,Polar Regions,University of Colorado,USA
211,Bryson C. Bates,2,0.0000,33.3300,0.0000,0.0000,WG II,16.6700,83.3300,0.0000,CLA,83.3300,16.6700,66.6700,0.0000,16.6700,10,Hydrology and Freshwater Ecology,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
211,Bryson C. Bates,2,0.0000,33.3300,0.0000,0.0000,WG II,16.6700,83.3300,0.0000,LA,83.3300,16.6700,66.6700,0.0000,16.6700,SPM,Summary For Policy Makers,N/A,Australia
211,Bryson C. Bates,2,0.0000,33.3300,0.0000,0.0000,WG II,16.6700,83.3300,0.0000,LA,83.3300,16.6700,66.6700,0.0000,16.6700,TS,Technical Summary,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
211,Bryson C. Bates,3,0.0000,33.3300,0.0000,0.0000,WG I,16.6700,83.3300,0.0000,CA,83.3300,16.6700,66.6700,0.0000,16.6700,10,Regional Climate Information – Evaluation and Projections,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
211,Bryson C. Bates,3,0.0000,33.3300,0.0000,0.0000,WG II,16.6700,83.3300,0.0000,LA,83.3300,16.6700,66.6700,0.0000,16.6700,12,Australia and New Zealand,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
211,Bryson C. Bates,4,0.0000,33.3300,0.0000,0.0000,WG II,16.6700,83.3300,0.0000,LA,83.3300,16.6700,66.6700,0.0000,16.6700,11,Australia and New Zealand,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
231,Martin Beniston,2,0.0000,66.6700,0.0000,0.0000,WG I,33.3300,66.6700,0.0000,CA,33.3300,11.1100,22.2200,0.0000,66.6700,6,Climate Models – Projections for the Future,ETH Zurich,Switzerland
231,Martin Beniston,2,0.0000,66.6700,0.0000,0.0000,WG II,33.3300,66.6700,0.0000,CLA,33.3300,11.1100,22.2200,0.0000,66.6700,5,Impacts of Climate Change on Mountain Regions,ETH Zurich,Switzerland
231,Martin Beniston,2,0.0000,66.6700,0.0000,0.0000,WG II,33.3300,66.6700,0.0000,LA,33.3300,11.1100,22.2200,0.0000,66.6700,SPM,Summary For Policy Makers,IPCC,Switzerland
231,Martin Beniston,2,0.0000,66.6700,0.0000,0.0000,WG II,33.3300,66.6700,0.0000,LA,33.3300,11.1100,22.2200,0.0000,66.6700,TS,Technical Summary,ETH Zurich,Switzerland
231,Martin Beniston,3,0.0000,66.6700,0.0000,0.0000,WG II,33.3300,66.6700,0.0000,CA,33.3300,11.1100,22.2200,0.0000,66.6700,13,Europe,N/A,N/A
231,Martin Beniston,4,0.0000,66.6700,0.0000,0.0000,WG I,33.3300,66.6700,0.0000,CA,33.3300,11.1100,22.2200,0.0000,66.6700,11,Regional Climate Projections,University of Geneva,Switzerland
231,Martin Beniston,4,0.0000,66.6700,0.0000,0.0000,WG I,33.3300,66.6700,0.0000,CA,33.3300,11.1100,22.2200,0.0000,66.6700,3,Observations: Atmospheric Surface and Climate Change,University of Geneva,Switzerland
231,Martin Beniston,4,0.0000,66.6700,0.0000,0.0000,WG II,33.3300,66.6700,0.0000,CA,33.3300,11.1100,22.2200,0.0000,66.6700,4,"Ecosystems, their properties, goods and services",University of Geneva,Switzerland
5251,Gerardo Benito,5,0.0000,100.0000,0.0000,0.0000,WG II,50.0000,50.0000,0.0000,LA,50.0000,0.0000,50.0000,0.0000,50.0000,3,Freshwater Resources,Spanish Council for Scientific Research,Spain
252,Richard A. Betts,3,0.0000,75.0000,0.0000,0.0000,WG I,62.5000,37.5000,0.0000,CA,37.5000,0.0000,37.5000,0.0000,62.5000,6,Radiative Forcing of Climate Change,Met Office,United Kingdom
252,Richard A. Betts,3,0.0000,75.0000,0.0000,0.0000,WG I,62.5000,37.5000,0.0000,CA,37.5000,0.0000,37.5000,0.0000,62.5000,8,Model Evaluation,Met Office,United Kingdom
252,Richard A. Betts,4,0.0000,75.0000,0.0000,0.0000,WG I,62.5000,37.5000,0.0000,LA,37.5000,0.0000,37.5000,0.0000,62.5000,2,Changes in Atmospheric Constituents and Radiative Forcing,Met Office,United Kingdom
252,Richard A. Betts,4,0.0000,75.0000,0.0000,0.0000,WG I,62.5000,37.5000,0.0000,CA,37.5000,0.0000,37.5000,0.0000,62.5000,7,Coupling Between Changes in the Climate System and Biogeochemistry,Met Office,United Kingdom
252,Richard A. Betts,4,0.0000,75.0000,0.0000,0.0000,WG I,62.5000,37.5000,0.0000,CA,37.5000,0.0000,37.5000,0.0000,62.5000,9,Understanding and Attributing Climate Change,Met Office,United Kingdom
252,Richard A. Betts,4,0.0000,75.0000,0.0000,0.0000,WG II,62.5000,37.5000,0.0000,CA,37.5000,0.0000,37.5000,0.0000,62.5000,3,Freshwater resources and their management,Met Office,United Kingdom
291,Bert Bolin,2,0.0000,80.0000,0.0000,0.0000,WG I,60.0000,40.0000,0.0000,LA,100.0000,0.0000,60.0000,40.0000,0.0000,TS,Technical Summary,N/A,Sweden
291,Bert Bolin,2,0.0000,80.0000,0.0000,0.0000,WG II,60.0000,40.0000,0.0000,LA,100.0000,0.0000,60.0000,40.0000,0.0000,SPM,Summary For Policy Makers,IPCC,Sweden
291,Bert Bolin,2,0.0000,80.0000,0.0000,0.0000,WG II,60.0000,40.0000,0.0000,LA,100.0000,0.0000,60.0000,40.0000,0.0000,TS,Technical Summary,N/A,Sweden
291,Bert Bolin,3,0.0000,80.0000,0.0000,0.0000,WG I,60.0000,40.0000,0.0000,RE,100.0000,0.0000,60.0000,40.0000,0.0000,1,The Climate System: an Overview,Retired,Sweden
291,Bert Bolin,3,0.0000,80.0000,0.0000,0.0000,WG I,60.0000,40.0000,0.0000,RE,100.0000,0.0000,60.0000,40.0000,0.0000,14,Advancing our Understanding,Retired,Sweden
328,R.J. Braithwaite,1,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,LA,66.6700,0.0000,66.6700,0.0000,33.3300,9,Sea Level Rise,Geological Survey of Greenland,Denmark
328,R.J. Braithwaite,2,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,66.6700,0.0000,66.6700,0.0000,33.3300,7,Changes in Sea Level,University of Manchester,United Kingdom
328,R.J. Braithwaite,2,0.0000,66.6700,0.0000,0.0000,WG II,66.6700,33.3300,0.0000,LA,66.6700,0.0000,66.6700,0.0000,33.3300,7,The CryosphereL Changes and their Impacts,University of Manchester,United Kingdom
363,Ross D. Brown,2,0.0000,85.7100,0.0000,0.0000,WG II,42.8600,57.1400,0.0000,CA,42.8600,14.2900,28.5700,0.0000,57.1400,7,The CryosphereL Changes and their Impacts,Environment Canada,Canada
363,Ross D. Brown,3,0.0000,85.7100,0.0000,0.0000,WG I,42.8600,57.1400,0.0000,CA,42.8600,14.2900,28.5700,0.0000,57.1400,2,Observed Climate Variability and Change,Environment Canada,Canada
363,Ross D. Brown,3,0.0000,85.7100,0.0000,0.0000,WG II,42.8600,57.1400,0.0000,CLA,42.8600,14.2900,28.5700,0.0000,57.1400,5,Ecosystems and Their Goods and Services,Environment Canada,Canada
363,Ross D. Brown,3,0.0000,85.7100,0.0000,0.0000,WG II,42.8600,57.1400,0.0000,LA,42.8600,14.2900,28.5700,0.0000,57.1400,SPM,Summary For Policy Makers,Environment Canada,Canada
363,Ross D. Brown,3,0.0000,85.7100,0.0000,0.0000,WG II,42.8600,57.1400,0.0000,LA,42.8600,14.2900,28.5700,0.0000,57.1400,TS,Technical Summary,Environment Canada,Canada
363,Ross D. Brown,4,0.0000,85.7100,0.0000,0.0000,WG I,42.8600,57.1400,0.0000,CA,42.8600,14.2900,28.5700,0.0000,57.1400,4,"Observations: Changes in Snow, Ice and Frozen Ground",Environment Canada,Canada
363,Ross D. Brown,5,0.0000,85.7100,0.0000,0.0000,WG I,42.8600,57.1400,0.0000,CA,42.8600,14.2900,28.5700,0.0000,57.1400,4,Observations: Cryosphere,Environment Canada,Canada
365,Sandra Brown,2,0.0000,40.0000,0.0000,0.0000,WG II,20.0000,80.0000,0.0000,CLA,60.0000,20.0000,40.0000,0.0000,40.0000,24,Management of Forests for Mitigation of Greenhouse Gas Emissions,U.S. Environmental Protection Agency (EPA),USA
365,Sandra Brown,2,0.0000,40.0000,0.0000,0.0000,WG II,20.0000,80.0000,0.0000,CA,60.0000,20.0000,40.0000,0.0000,40.0000,A,"Ecophysical, Ecological and Soil Processes in Terrestrial Ecosystems: A primer on general concepts",U.S. Environmental Protection Agency (EPA),USA
365,Sandra Brown,2,0.0000,40.0000,0.0000,0.0000,WG II,20.0000,80.0000,0.0000,LA,60.0000,20.0000,40.0000,0.0000,40.0000,SPM,Summary For Policy Makers,U.S. Environmental Protection Agency (EPA),USA
365,Sandra Brown,2,0.0000,40.0000,0.0000,0.0000,WG II,20.0000,80.0000,0.0000,LA,60.0000,20.0000,40.0000,0.0000,40.0000,TS,Technical Summary,U.S. Environmental Protection Agency (EPA),USA
365,Sandra Brown,3,0.0000,40.0000,0.0000,0.0000,WG I,20.0000,80.0000,0.0000,CA,60.0000,20.0000,40.0000,0.0000,40.0000,2,Observed Climate Variability and Change,Winrock International,USA
3406,Thomas Bruckner,3,0.0000,0.0000,0.0000,50.0000,WG II,0.0000,25.0000,75.0000,CA,75.0000,25.0000,50.0000,0.0000,25.0000,19,Vulnerability to Climate Change and Reasons for Concern: A Synthesis,N/A,N/A
3406,Thomas Bruckner,5,0.0000,0.0000,0.0000,50.0000,WG III,0.0000,25.0000,75.0000,CLA,75.0000,25.0000,50.0000,0.0000,25.0000,7,Energy Systems,University of Leipzig,Germany
3406,Thomas Bruckner,5,0.0000,0.0000,0.0000,50.0000,WG III,0.0000,25.0000,75.0000,LA,75.0000,25.0000,50.0000,0.0000,25.0000,SPM,Summary For Policy Makers,University of Leipzig,Germany
3406,Thomas Bruckner,5,0.0000,0.0000,0.0000,50.0000,WG III,0.0000,25.0000,75.0000,LA,75.0000,25.0000,50.0000,0.0000,25.0000,TS,Technical Summary,University of Leipzig,Germany
393,Sarah Burch,4,0.0000,0.0000,0.0000,100.0000,WG II,0.0000,50.0000,50.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,18,Inter-relationships between adaptation and mitigation,University of British Columbia,Canada
393,Sarah Burch,4,0.0000,0.0000,0.0000,100.0000,WG III,0.0000,50.0000,50.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,12,Sustainable Development and mitigation,University of British Columbia,Canada
414,Terry V. Callaghan,1,0.0000,40.0000,0.0000,0.0000,WG I,20.0000,80.0000,0.0000,CLA,40.0000,20.0000,20.0000,0.0000,60.0000,10,Effects on Ecosystems,Institute of Terrestrial Ecology,United Kingdom
414,Terry V. Callaghan,1,0.0000,40.0000,0.0000,0.0000,WG II,20.0000,80.0000,0.0000,CA,40.0000,20.0000,20.0000,0.0000,60.0000,3,Natural terrestrial Ecosystems,Institute of Terrestrial Ecology,United Kingdom
414,Terry V. Callaghan,4,0.0000,40.0000,0.0000,0.0000,WG II,20.0000,80.0000,0.0000,LA,40.0000,20.0000,20.0000,0.0000,60.0000,15,Polar Regions,Royal Swedish Academy of Sciences,Sweden
414,Terry V. Callaghan,4,0.0000,40.0000,0.0000,0.0000,WG II,20.0000,80.0000,0.0000,CA,40.0000,20.0000,20.0000,0.0000,60.0000,4,"Ecosystems, their properties, goods and services",Royal Swedish Academy of Sciences,Sweden
419,Eduardo Calvo Buendia,3,0.0000,0.0000,0.0000,66.6700,WG III,0.0000,33.3300,66.6700,RE,100.0000,0.0000,0.0000,100.0000,0.0000,4,"Technological and Economic Potential of Options to Enhance, Maintain, and Manage Biological Carbon Reservoirs and Geo-engineering",Comision Nac.de Cambio Clim.,Peru
